[0.57s -> 2.84s]  How are you doing?
[11421.93s -> 11426.95s]  What even is this? This is uh cano
[11428.23s -> 11430.23s]  This is sub zero, right?
[11430.31s -> 11437.56s]  Is this striker?
[11437.56s -> 11442.44s]  It's kratos
[11442.44s -> 11444.60s]  Um, where's that's sub zero, right?
[11448.78s -> 11451.18s]  Is it don't johnny cage? No, johnny case has sunglasses
[11451.82s -> 11462.55s]  We're gonna be red sub zero
[11462.55s -> 11464.55s]  Liu kang versus nightwolf
[11469.53s -> 11470.89s]  No, it wasn't
[11470.89s -> 11473.59s]  I gotta see if I can do the kick
[11473.59s -> 11476.79s]  What's the button combination to do the actual kick move?
[11487.91s -> 11493.08s]  Just keep him in the corner. Wait, can I do the sweep?
[11493.72s -> 11498.14s]  This game doesn't wait. It doesn't have a sweep
[11506.97s -> 11512.09s]  Is there wait, we need to see if there's a finisher if there's fatalities in this i'm gonna laugh my ass off
[11512.65s -> 11514.01s]  Up down kick
[11514.01s -> 11528.02s]  Fuck he's supposed to be in the face. All right. I want to try to get fatality dude
[11529.66s -> 11531.46s]  Wait
[11531.46s -> 11533.46s]  Is that shao khan?
[11534.18s -> 11536.79s]  That's not nightwolf
[11536.79s -> 11542.62s]  That hasn't been nightwolf this whole time
[11549.53s -> 11560.28s]  I was wondering something fell off about him. That's a lot of blood
[11564.22s -> 11569.72s]  Did I won?
[11569.72s -> 11576.75s]  Just had to make sure he was extra dead fatality
[11577.59s -> 11597.94s]  All right. This is striker red striker is who it's just striker. Okay. Oh wait, is that the bicycle kick?
[11600.74s -> 11604.82s]  Forward punch forward forward kick forward forward kick back forward kick back back kick back back kick
[11609.75s -> 11612.79s]  Back back kick back back forward kick back back forward kick back back forward kick
[11613.51s -> 11617.10s]  Back back forward kick
[11617.10s -> 11618.54s]  Just kill me. Whatever
[11618.54s -> 11638.50s]  Another 15 subs from scrumpleton scrumpleton. Thanks for the 15th sub. It's a fucking lot of stuff
[11639.14s -> 11643.14s]  A lot of subs right now. All right. Uh, I don't know what this is, but i'm gonna pick it
[11643.78s -> 11653.18s]  It's just shang seng. All right. No, it's not
[11653.82s -> 11661.94s]  Wait, no, it's not
[11661.94s -> 11683.48s]  I'm gonna get perfect. I'm literally about to get perfected. I can't even attack him. Wait. Wait, am I striker? What's happening?
[11683.48s -> 11685.48s]  I just was pressing buttons strikers
[11687.93s -> 11695.43s]  Who am I? I'm not even playing the game. I'm not playing I was not playing I was not playing the game
[11697.03s -> 11703.82s]  They were big bits too. Oh, there was a hundred bucks. Holy shit. Okay, uh valemi. Thanks for the hundred dollars
[11705.03s -> 11707.03s]  Although I don't read bits anymore
[11707.51s -> 11711.58s]  I do not read bit messages anymore. We talked about how I
[11712.22s -> 11715.22s]  wanted to move away from that and
[11716.01s -> 11718.23s]  Uh, that's kind of the way it is
[11718.23s -> 11720.87s]  So for those of you that don't know if you might not have been here for a while
[11720.87s -> 11726.81s]  I do I no longer read bits because it got to a point where I took bits away from the end of the stream
[11726.89s -> 11732.70s]  I stopped reading them, but I still was reading like a hundred dollar bits and I find that to be a precedent
[11732.70s -> 11737.30s]  I do not want to set people to uh, try to
[11738.26s -> 11745.02s]  Essentially, I don't want to have it be a thing where people give me money and I i'm gonna like read it out loud
[11745.96s -> 11747.96s]  And I don't want to set that precedence for people
[11748.44s -> 11752.20s]  To like feel like they have to pay me money like an insane amount of money
[11752.60s -> 11755.22s]  To try to get me to like read something
[11755.86s -> 11759.10s]  I don't want that precedence to be set at all
[11759.10s -> 11762.46s]  So I stopped reading bits of the uh, it used to be 250
[11763.29s -> 11767.61s]  And if somebody wants to me to read something, I don't want to be like I have to give this guy a hundred fucking dollars
[11767.61s -> 11777.48s]  So he will not read it. So that's something I don't want to have happen. That's why I kind of stopped reading bits completely
[11781.43s -> 11783.43s]  Please god read this
[11787.94s -> 11790.38s]  You're a wholesome fucker
[11790.38s -> 11796.12s]  No, I just don't want people to have to drop that kind of money to have me read something
[11796.12s -> 11802.04s]  You know, I'd rather just pick it out of chat and I still if somebody gives community subs
[11802.04s -> 11807.54s]  I still read them. I still just read the fact that they were given but there's no message attached to the community subs or anything
[11807.54s -> 11813.82s]  It's just sort of um, and people get the subs. It's not just me receiving like a hundred dollars in bits
[11815.85s -> 11817.85s]  So that's why the kind of the idea
[11818.01s -> 11821.77s]  I just don't ever want it to get to a point where people need to spend an insane amount of money to
[11821.93s -> 11838.04s]  And i'll read it he doesn't know how to read no, but I I do know how to read bird week study the game
[11842.07s -> 11858.33s]  All right. I need to study the game was there to study. How is this just not playing the game?
[11865.75s -> 11868.95s]  How is this different than just playing the what about how is this studying the game
[11871.48s -> 11882.12s]  You have to eat the butterflies
[11882.12s -> 11884.12s]  Why do I keep running into that bird? I'm so stupid
[11884.60s -> 11891.67s]  Speaking of subs, we got 10 from anonymous and then 10 from shock too. So thanks both you guys. Oh my god. I'm fucking
[11892.31s -> 11894.17s]  Bird week sucks
[11894.17s -> 11897.37s]  Although I wish there was a bird week on that shark week channel discovery
[11898.10s -> 11900.74s]  We get shark week. I don't care about shark week. I would want bird week
[11900.74s -> 11912.70s]  I'm more interested in birds time for mario 10 super mario super brothers kung fu mari
[11919.42s -> 11920.86s]  super mario
[11920.86s -> 11924.44s]  kung fu mario
[11924.60s -> 11927.88s]  When he just jumps up, he's got like a human body
[11928.60s -> 11931.56s]  Like a wait, he has he has a human body, doesn't he?
[11936.31s -> 11939.35s]  That's just this mario 2 mario mario 3
[11942.04s -> 11944.28s]  He's huge. Yeah, he's like six five
[11945.08s -> 11953.93s]  There's a knight
[11953.93s -> 11955.93s]  A lot of random assets in this game
[11956.49s -> 11964.63s]  You know what's bizarre about this though? I really could I really feel like this could be one of those mario games that came out
[11966.55s -> 11971.11s]  25 years ago or just regular nintendo or super nintendo that nobody talks about nobody hears about anymore
[11973.19s -> 11976.39s]  What was that one mario and time like luigi stuck in time or something?
[11980.02s -> 11982.58s]  If there was a mario yahtzee game like this could be real
[11986.50s -> 11988.74s]  Mario is missing. Yeah, that's one right. Yeah, that's one
[11994.87s -> 12000.57s]  A giant tiger
[12000.81s -> 12003.13s]  Just getting mauled by a tiger in mario
[12010.01s -> 12012.17s]  Very hyper realistic tiger. Yeah
[12015.98s -> 12017.98s]  I wish there were mario sounds in this
[12018.98s -> 12024.10s]  they're like
[12037.58s -> 12042.06s]  Losing focus. Yeah, i'm i'm i've my brain has one road
[12044.39s -> 12049.83s]  It's a one lane highway
[12049.83s -> 12054.31s]  It just goes in a straight line and if you if you tell me I need to take a turn off that highway. Nope
[12055.80s -> 12059.56s]  I can't have more lanes. It can't be more than one car on that road. It's just one fucking road
[12060.44s -> 12062.44s]  And it's long and it's huge
[12068.50s -> 12072.50s]  But that car can go 500 miles per hour
[12078.34s -> 12080.34s]  It's a it's a lamborghini on that road
[12080.82s -> 12084.57s]  What mario character is this?
[12084.57s -> 12091.53s]  It's actually not even that it's actually kind of a fun game
[12092.33s -> 12095.85s]  That was it was toad
[12096.17s -> 12097.53s]  Krillin
[12097.53s -> 12100.89s]  Wait, was it who was that? That person was so small
[12101.61s -> 12105.05s]  That person was like three times smaller than me and he's jacked who i've just realized
[12106.44s -> 12108.47s]  oh
[12108.47s -> 12110.47s]  No, I thought it was a boss
[12110.47s -> 12113.51s]  Auto scroller, of course, it'd be an auto scroll in a mario game. Why not?
[12114.39s -> 12123.50s]  All right for all the shit talking. It's not even that bad of a designed video game
[12124.22s -> 12126.04s]  It's not bad
[12126.04s -> 12130.31s]  It's just a little weird
[12130.39s -> 12132.39s]  Oh shit. Okay. I'm good
[12132.47s -> 12142.84s]  It's scrolling very fast. Yeah, it is
[12149.38s -> 12152.42s]  They even put the ah, ha ha ha ha ha ha ha ha in the game
[12153.22s -> 12155.54s]  I love mario 10. It's my favorite mario
[12162.14s -> 12165.82s]  Vertical scroll now. Wow change it up. I'm impressed
[12166.62s -> 12175.38s]  I'm impressed
[12175.38s -> 12186.73s]  That was a football player or soccer players have to play mario 7
[12187.78s -> 12191.93s]  what uh
[12193.03s -> 12195.72s]  Boss fight
[12195.72s -> 12200.12s]  Oh, it's it's the it's the thing in mario 64 in the in the middle of the pyramid
[12218.46s -> 12220.46s]  With the hands you have to stomp on the hands
[12220.78s -> 12226.63s]  Come on get him
[12226.63s -> 12240.74s]  Got it level two
[12240.74s -> 12243.62s]  All right. I'm gonna go till I die one more time and then we'll try the other marios
[12249.77s -> 12251.77s]  Oh shit. Okay. I thought it was gonna be a faller
[12255.62s -> 12257.54s]  Webcam is on what?
[12257.54s -> 12262.44s]  What are you talking about? What happened usb unplugged?
[12266.04s -> 12272.01s]  Something just unplugged. I have no idea what that could have been
[12280.15s -> 12286.04s]  We didn't look at the cutscene what is this mario is that mario peach
[12287.00s -> 12306.15s]  Are you okay? I have no idea what we just watched but whatever mario like a donkey kong jr. Man
[12307.42s -> 12310.06s]  Uh, hold on donkey kong jr. Ma
[12310.86s -> 12313.24s]  Donkey kong jr. Math
[12313.24s -> 12315.86s]  Oh shit. Okay
[12315.86s -> 12318.62s]  All right. What do you mean math?
[12318.62s -> 12320.62s]  what two plus
[12322.87s -> 12324.07s]  eight
[12324.07s -> 12341.11s]  plus what's going on eight plus eight plus
[12342.89s -> 12345.61s]  Uh four eight plus twelve plus twelve
[12349.48s -> 12351.45s]  um
[12351.45s -> 12361.86s]  Is four I I I just accidentally did that. I have no idea what just happened what happened eight plus what four times
[12363.26s -> 12371.93s]  Five is 20 plus seven is two. I one two
[12372.49s -> 12380.90s]  three plus
[12380.90s -> 12384.10s]  four times
[12384.58s -> 12387.91s]  Nine is plus thirty six
[12390.06s -> 12396.18s]  Okay, seven times
[12397.66s -> 12406.87s]  Nine is plus I have to do. Oh, I have to get to sixty six. Okay, six times ten
[12409.96s -> 12415.77s]  Eight times. Uh, what is it? Sixty five plus one
[12417.51s -> 12419.51s]  Six times eleven. Can I do that?
[12423.45s -> 12433.98s]  Six times eleven. No eight times six is what what is eight times six sixty six. I don't know six
[12434.97s -> 12446.55s]  Times I can't do more than one digit guys eight times eight is eight. So I don't know
[12447.11s -> 12459.86s]  Eleven times six. I can't do more than one digit eight times eight
[12461.80s -> 12471.26s]  Sixty four. I can't do more than one digit eight times eight plus two
[12476.07s -> 12487.43s]  Eight. Oh fucking idiot. Jeremy just gotta get the time symbol eight times eight is sixty four plus two
[12492.92s -> 12504.58s]  No, what no stop. I I didn't want to touch that reset it reset reset reset seven times seven
[12506.25s -> 12513.34s]  Plus it's weird how you have to touch these things and pick them up chugging the bong water
[12513.42s -> 12519.10s]  No, no, I just the game is weird if you if I touch a symbol if I hit x it clear. It's weird
[12519.10s -> 12557.34s]  It's a weird it's weird mario 12 push start music type round one the match game
[12558.62s -> 12565.18s]  Holy shit. I just destroyed the entire thing chef mario
[12567.64s -> 12572.74s]  You guys ever think that if nintendo ever decided to make a theme park think about all the marios
[12572.74s -> 12579.78s]  They would be if you go to disneyland or disney world. There's chef mickey. There's rodeo mickey. There's magic mickey magician mickey
[12580.10s -> 12588.78s]  There's library and glasses mickey now imagine how many marios they would be you can have a mario for every occasion chef mario
[12588.78s -> 12595.85s]  They could be like archaeologist mario. Why would they not do that? I know there is one but
[12597.42s -> 12607.66s]  Is it like licensed officially by nintendo? It is yeah
[12607.66s -> 12612.46s]  But what it wasn't like it's like two rides and like one little pop-up thing or something
[12612.46s -> 12623.02s]  I'm talking about like a disney world for nintendo like an entire theme park. That's nintendo. Look it up
[12624.66s -> 12626.66s]  I I feel like that i'm getting lied to
[12627.06s -> 12635.35s]  Nintendo land or nintendo park nintendo theme park super nintendo world is an upcoming theme park
[12635.59s -> 12638.58s]  So this doesn't exist yet. Okay. Thank you
[12640.25s -> 12645.02s]  Uh under construction at universal studios japan. Oh, it's opening like next week
[12649.54s -> 12655.87s]  It opens in like less than 30 days plans exist to bring it to universal studios hollywood in california
[12656.58s -> 12662.63s]  What the fuck this super nintendo world? It's opening in like three weeks
